"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Reach,Likes,Shares,Comments,Saves,Follows
18011839330370229,17841400029380429,dukechapel,"Duke Chapel","Join us *online* for our 11:00 a.m. worship service tomorrow. There will be no in-person service and the Chapel will be closed tomorrow while the university's severe weather policy is in effect. All in-person Christian education classes tomorrow are canceled. Details and livestream on our website.",0,"01/15/2022 16:38",https://www.instagram.com/p/CYxWkVdjO5D/,"IG image",,Lifetime,1,283,0,0,3,
17953493407564848,17841400029380429,dukechapel,"Duke Chapel","Join students and Duke community members for the weekend of February 18–20 in an opportunity to discover how your spiritual journey is connected to our city, Durham. Through @DurhamCares Pilgrimage of Pain and Hope you will immerse yourself in the story of the city and the biblical story as you reflect with others on what it means for how you live your life in Durham. To sign up contact Rev. Bruce Puckett at bruce.puckett@duke.edu.",0,"01/18/2022 05:50",https://www.instagram.com/p/CY36sjdMYu0/,"IG image",,Lifetime,1,51,0,1,0,
17936617012891616,17841400029380429,dukechapel,"Duke Chapel","Duke Chapel has selected the hymn “Open Wide the Doors” by Brad Croushorn as the winner of its 2021 Hymn Competition. Croushorn’s hymn text was chosen from among sixty entries from three countries.

It will debut as part of the Chapel’s worship service this Sunday, January 23, at 11:00 a.m. The Duke Chapel Choir and Chapel Organist Christopher Jacobson will lead the congregation in singing it to the English tune RUSTINGTON.

“This new hymn reminds us that mercy, grace, and forgiveness are the portals—the doors and windows—through which Jesus is made known to the world, while exhorting those of us who follow Christ to broaden our definition of ‘neighbor,’” said the Rev. Luke A. Powery, dean of Duke Chapel.

Read more on our website.",0,"01/18/2022 12:15",https://www.instagram.com/p/CY4mwOPPhzp/,"IG image",,Lifetime,7,64,0,0,0,
17893595114530050,17841400029380429,dukechapel,"Duke Chapel","Students: Here's an opportunity to live on West Campus next year and be part of a community that seeks to grow together in ""knowledge and faith."" ""Eruditio et Religio"" is an interfaith living-learning community in Keohane 4B for learning about diverse religious traditions through a multitude of frameworks, reading both scholarly texts and children's stories, talking with professors and spiritual leaders, visiting Duke religious groups and Durham spiritual communities. Learn more and apply at chapel.duke.edu/llc.",0,"01/19/2022 06:07",https://www.instagram.com/p/CY6hb4ZFRKI/,"IG image",,Lifetime,3,32,0,0,0,
18278622502049694,17841400029380429,dukechapel,"Duke Chapel","Students: As you settle back in to life on campus, we invite you consider ways that your faith and learning intersect. The Chapel has programs, with deadlines this month, for community service, preaching, choral singing, and interfaith learning.
 👉 our website for details",0,"01/19/2022 14:37",https://www.instagram.com/p/CY7bzNPsQX4/,"IG image",,Lifetime,5,209,0,0,3,
17889695126551790,17841400029380429,dukechapel,"Duke Chapel","⛪️ Apply to be this year's Duke Chapel Student Preacher 🙏
Maybe you’ve never thought about preaching at the Chapel, but you feel compelled to give voice to what the Spirit of God is stirring in you? If so, apply by January 31 by emailing Rev. Bruce Puckett at bruce.puckett@duke.edu.",0,"01/20/2022 06:14",https://www.instagram.com/p/CY9HCDUuK1e/,"IG image",,Lifetime,5,100,0,0,1,
17925207850973454,17841400029380429,dukechapel,"Duke Chapel","For seniors and recent Duke grads: Our PathWays program offers an opportunity to live in Christian community, seek vocational discernment, and service in Durham with a nonprofit. It's a yearlong residential fellowship. Learn more and apply by January 28: https://buff.ly/3qViZjb",0,"01/20/2022 14:37",https://www.instagram.com/p/CY-AmMRLuS4/,"IG image",,Lifetime,2,60,0,0,0,
18111923386272035,17841400029380429,dukechapel,"Duke Chapel","This week Christians around the world join in a Week of Prayer for Christian Unity. The hymns and scripture lessons in our worship service this Sunday at 11:00 a.m. will reflect this theme. 

The Chapel Choir will debut a new hymn text, and the Rev. Dr. Carol Gregg, pastor of the Congregation at Duke Chapel, will preach a sermon titled Body Parts. Join us in-person or online.

*** If the university's Severe Weather Policy is in effect at the time of this service, it will not be held in person. Check our website for updates. ***",0,"01/21/2022 07:02",https://www.instagram.com/p/CY_xUi5lI1C/,"IG image",,Lifetime,3,118,0,0,1,
17950064080636848,17841400029380429,dukechapel,"Duke Chapel","""In our time, we are seeing denominational, political, racial, economic factions and splinters but our gifts as Christians come from the same source and are meant to serve the common good and build up the community in love."" -- Chapel Dean Luke Powery in last his sermon last Sunday

#FindSanctuary",0,"01/21/2022 12:15",https://www.instagram.com/p/CZAVI9EDyYm/,"IG image",,Lifetime,2,43,0,0,0,
18026949874340586,17841400029380429,dukechapel,"Duke Chapel","In our Sunday morning service yesterday, the Chapel Choir debuted the winning hymn from our 2021 Hymn Competition. Watch this excerpt of “Open Wide the Doors” with the hymn text by Brad Croushorn. 

Listen to the full hymn here in the service video on our YouTube channel.

Read more about  the hymn competition on our website.",52,"01/24/2022 14:37",https://www.instagram.com/p/CZITyNEN_jA/,"IG reel",,Lifetime,6,101,0,1,3,
18120781408264344,17841400029380429,dukechapel,"Duke Chapel","This weekend in our 11:00 a.m. Sunday morning worship service, Chapel Dean Luke Powery will preach a sermon titled ""Calling"" based on God's calling of the prophet Jeremiah. The Chapel Choir will lead the congregation in singing ""The Hope That Calls Us,"" an original hymn by Chapel Music Director Zebulon Highben composed in 2020 to celebrate the twentieth anniversary of Dean Powery's ordination.

Note: If the university's Severe Weather Policy is in effect at the time of the service, it will not be held in person. Check our website for any updates.

Worship guide and livestream on our website.",0,"01/27/2022 07:15",https://www.instagram.com/p/CZPPlj_O1Ta/,"IG image",,Lifetime,5,179,0,0,2,
17936548396797077,17841400029380429,dukechapel,"Duke Chapel","Seniors and recent grads: Today is the deadline to apply to become a PathWays Fellow. This is a fellowship to spend a year living in Christian community, seeking vocational discernment, and serving with a nonprofit in Durham. Learn more and apply: https://buff.ly/39oqkyT",0,"01/28/2022 06:33",https://www.instagram.com/p/CZRvkOzra95/,"IG image",,Lifetime,2,42,0,0,0,
17920464170312965,17841400029380429,dukechapel,"Duke Chapel","""We pray for the newsfeeds that let us endlessly scroll through all the needs of the world. We pray that we might stop to breathe, O Lord, and in so doing, we might breathe in your Spirit, a Spirit of Truth and Love and Hope."" — the Rev. Kathryn Lester-Bacon, the Chapel's director of Religious Life, during the Prayers of the People last Sunday",0,"01/28/2022 13:15",https://www.instagram.com/p/CZSdlJDAIrt/,"IG image",,Lifetime,3,68,0,0,1,
18277552753035445,17841400029380429,dukechapel,"Duke Chapel","Due to staffing constraints, visitor access to Duke Chapel through Saturday, February 5, is limited to Duke students, staff, and faculty. Members of the Duke community are invited to come to the Chapel and present their Duke ID in order to spend time in the Chapel to meditate, reflect, pray, or just be. Please enter the Chapel through the door at the top of the ADA ramp on the side of the Chapel facing the Divinity School (pictured in the lower-right of this photo).

Scheduled services and events are open to the public. All visitors to the Chapel must be masked at all times.

Members of the public who wish to visit the Chapel are invited to check our website for updates.

Read more: https://buff.ly/3obqccX",0,"01/30/2022 15:46",https://www.instagram.com/p/CZX4cTHtc-r/,"IG image",,Lifetime,3,142,0,0,2,
17970657403507707,17841400029380429,dukechapel,"Duke Chapel","""You hear the whispers on the wind, oh Lord, and we know you hear your children’s pleas. As we, too, hear, help us to respond well to our neighbors, that those cries are no longer cries of suffering but of joy and inclusion. Help us to see the full humanity of one another, as you have created us."" -- Rev. Breana van Velzen, the Chapel's community minister, during the Prayers of the People in yesterday's worship service

#FindSanctuary",0,"01/31/2022 07:15",https://www.instagram.com/p/CZZiw8Mtik0/,"IG image",,Lifetime,4,59,0,0,1,
17963551441554215,17841400029380429,dukechapel,"Duke Chapel","Members of the Duke community are invited to come to the Chapel and present their Duke ID in order to spend time in the Chapel to meditate, reflect, pray, or just be. 

Please enter the Chapel through the door at the top of the ADA ramp on the side of the Chapel facing the Divinity School. Scheduled services and events are open to the public. Visitors must wear masks at all times.",17,"01/31/2022 09:52",https://www.instagram.com/reel/CZZ0vl6pGbo/,"IG reel",,Lifetime,12,255,0,3,11,
18220851478111456,17841400029380429,dukechapel,"Duke Chapel","Writing in the @thedukechronicle, Chapel Dean Luke Powery uses the example of the Prophet Jeremiah to talk about the importance of students’ living out the “why” of their lives.

“Vocation is not about a goal I pursue but a calling or voice that I hear; it has to do with listening,” Dean Powery writes. “Your purpose, your ‘why,’ is also about speaking.”

“The process of living into your ‘why’ is not necessarily a linear path but will most likely be a zigzag road,” he says.

“Listen for a voice that will lead you out into the deep,” he writes. “You might say, ‘I can’t,’ but the voice calling you out into the deep waters of joyous purpose says, ‘Yes, you can.’”

Read the article in the Chronicle opinion section.",0,"01/31/2022 10:22",https://www.instagram.com/p/CZZ4KQ7uXiC/,"IG image",,Lifetime,4,113,0,0,4,
17906066123408592,17841400029380429,dukechapel,"Duke Chapel","Undergraduate students: Today is the final day to submit a manuscript to be this year's Student Preacher here at the Chapel! ➡️ https://buff.ly/2PlfbDv",0,"01/31/2022 11:02",https://www.instagram.com/p/CZZ8vIegwRX/,"IG image",,Lifetime,3,55,0,0,0,
17906429102409132,17841400029380429,dukechapel,"Duke Chapel","The Chapel looks forward to welcoming a guest preacher at each of the next two 11:00 a.m. Sunday morning worship services. 

On February 6, the Rev. Dr. Anna Carter Florence (pictured left), Peter Marshall Professor of Preaching at Columbia Theological Seminary, will preach a sermon based on Jesus's calling of Peter in the fifth chapter of the Gospel of Luke. 

The preacher on February 13 is the Rev. Dr. Cynthia Hale (right), founder and senior pastor, Ray of Hope Christian Church. An alumna of Duke Divinity School, Rev. Dr. Hale was recently interviewed for the Living Tradition preaching resource about a sermon she preached at the Chapel in 1996.",0,"02/01/2022 06:17",https://www.instagram.com/p/CZcA6bosXhv/,"IG image",,Lifetime,6,22,0,0,0,
18279770776001005,17841400029380429,dukechapel,"Duke Chapel","ICYMI, last Sunday, the Chapel Choir lead the congregation in singing ""The Hope That Calls Us."" It is an original hymn composed in 2020 by Chapel Music Director Zebulon Highben in honor of the twentieth anniversary of the ordination of Chapel Dean Luke Powery. Last Sunday was the first time the choir and congregation sang the hymn. Listen to the second stanza in this video and watch the full hymn on our YouTube channel.",36,"02/05/2022 06:36",https://www.instagram.com/p/CZmWRR1NSwt/,"IG reel",,Lifetime,9,94,0,1,5,
17930777095998652,17841400029380429,dukechapel,"Duke Chapel","On Thursday, Chaplain Joshua Salaam kicked off our series on ""Spiritual Practices: Return to the Roots"" with a talk on ""Reason and Islam."" The series continues this coming Thursday at 12:30 p.m. with Rabbi Elana Friedman discussing ""Food and Judaism."" The talks are being held in the Chaplin Family Study Room in the Brodhead Center. Preregistration is encourage.",0,"02/06/2022 09:53",https://www.instagram.com/p/CZpRoqkrRZM/,"IG image",,Lifetime,3,52,0,1,0,
17944506343773219,17841400029380429,dukechapel,"Duke Chapel","The Chapel is now open to members of the public, as well as the Duke community, from 10:00 a.m. to 8:00 p.m. daily. You are invited to come to the Chapel to meditate, reflect, pray, or just be. Face masks are required to be worn inside the Chapel at all times.
#FindSanctuary",0,"02/06/2022 10:30",https://www.instagram.com/p/CZpV3f6MP0U/,"IG image",,Lifetime,5,553,0,2,10,
17926023787996659,17841400029380429,dukechapel,"Duke Chapel","""Shape us to be a people who testify to your goodness in our homes, our workplaces, our schools, on campus, and wherever else we find ourselves."" — the Rev. Bruce Puckett from Sunday's Prayers of the People
#FindSanctuary
(Photo by graduate student @natu_jacob )",0,"02/08/2022 15:44",https://www.instagram.com/p/CZvDXcOtABV/,"IG image",,Lifetime,4,234,0,1,4,
17950224769674451,17841400029380429,dukechapel,"Duke Chapel","We look forward to welcoming the Rev. Racquel C.N. Gill as our new Minister for Intercultural Engagement, beginning March 1. In her role, Rev. Gill will offer spiritual guidance, mentorship, care, and programming to students, particularly students of color, at Duke and also deepen relationships between the Chapel and campus cultural and identity centers. Read more on our website.",0,"02/09/2022 05:39",https://www.instagram.com/p/CZwi7G8soib/,"IG image",,Lifetime,3,146,0,3,2,
18155490058213230,17841400029380429,dukechapel,"Duke Chapel","An interactive visual art exhibition at Duke Chapel invites viewers to consider complicated truths in life for which there are no easy solutions. Presented by the Chapel and the Everything Happens Project, ""Reliquary of Complicated Truths"" by multidisciplinary artist Lanecia Rouse Tinsley is an installation created from discarded wood, paper, and other material that invites viewers to place within the cracks of the work their response to the prompt “In my life, there is no cure for....”
 
Visit the Chapel between 10:00 a.m. and 8:00 p.m. daily to see the installation.
 
The commissioned exhibition takes its inspiration from a scene in a book by Duke Divinity School Professor Kate Bowler. In “No Cure for Being Human (And Other Truths I Need to Hear),” Professor Bowler describes being on a trip to the Grand Canyon when she comes upon a remote chapel that is covered in graffiti and slips of paper inserted in the walls with written pleas from the heart, such as “I miss you every day” and “Did you make it to heaven, my love?” Likewise in her work, Tinsely creates a vessel for a viewer’s own thoughts, stories, and complicated truths.
 
Learn more at chapel.duke.edu/reliquary",8,"02/10/2022 12:43",https://www.instagram.com/tv/CZz4JEzgKGd/,IGTV,,Lifetime,4,24,0,0,0,
17983057639458015,17841400029380429,dukechapel,"Duke Chapel","An interactive visual art exhibition at Duke Chapel invites viewers to consider complicated truths in life for which there are no easy solutions. Reliquary of Complicated Truths by multidisciplinary artist Lanecia Rouse Tinsley is an installation created from discarded wood, paper, and other material that invites viewers to place within the cracks of the work their response to the prompt “In my life, there is no cure for....”

The commissioned exhibition takes its inspiration from a scene in a book by Duke Divinity School Professor Kate Bowler. In No Cure for Being Human (And Other Truths I Need to Hear), Professor Bowler describes being on a trip to the Grand Canyon when she comes upon a remote chapel that is covered in graffiti and slips of paper inserted in the walls with written pleas from the heart.

In addition to discarded wood and paper, the installation is created from plaster, gold leaf, cheese cloth, and thread. Accompanying the main installation is a series of collages on wood that reflect upon insights shared on Professor Bowler’s website.

The exhibition can be viewed until March 1 between 10:00 a.m. and 8:00 p.m. daily",28,"02/11/2022 13:03",https://www.instagram.com/reel/CZ2fSCyAnzg/,"IG reel",,Lifetime,15,91,0,4,4,1
17906594816441561,17841400029380429,dukechapel,"Duke Chapel","This week we heard a fascinating talk from Rabbi Elana Friedman on ""Food and Judaism."" Next up in our series ""Spiritual Practices: Return to the Roots,"" Chaplain Priya Amaresh with @dukehindulife will discuss ""Yoga and Hinduism."" Her talk is this Thursday at 12:30 p.m. in the Chaplin Family Study Room in the Brodhead Center. Preregistration is encourage. Learn more at https://buff.ly/35XkMfg",0,"02/12/2022 06:47",https://www.instagram.com/p/CZ4ZGIGu2mQ/,"IG image",,Lifetime,1,65,0,0,2,
17856844571701176,17841400029380429,dukechapel,"Duke Chapel","In approaching the ten-year anniversary of the killing of teenager Trayvon Martin, Chapel Dean Luke Powery says in the @DukeChronicle that he keeps a reminder of Martin—a bag of Skittle and a can of Arizona Ice Tea—on his desk right next to a reminder of Jesus's last meal before his death—a communion plate and cup. He says these items call him to remember people who are suffering. They also remind him to work for healing—""re-membering""—in the world.

""The physical memorial on my desk calls me to remember love and to re-member through love, no matter how hard it is to 'do this' these days,"" he writes. ""What better way to remember Trayvon and Jesus than to love because true love conquers death.""

Read the article on the Chronicle's website.",0,"02/15/2022 07:15",https://www.instagram.com/p/CaAKsdpMJTC/,"IG image",,Lifetime,3,125,0,0,4,
17907591920405092,17841400029380429,dukechapel,"Duke Chapel","From March 13 through 20, the Chapel is proud to host the acclaimed British vocal ensemble Magnifcat for three performances that include two concerts and a joint service during Choral Vespers. The concerts are free, but registration is required. ⠀
⠀
🔵 On March 16 at Duke Chapel, Magnificat will perform Songs of Protest and Rebellion, offering revelatory interpretations of dramatic works by composers Josquin des Prez, Giovanni Palestrina, Orlande de Lassus, and William Byrd.⠀
⠀
🔵 On March 17 during Choral Vespers, hear William Byrd’s double-choir Great Service, alongside music by Orlando Gibbons, Robert Parsons and Thomas Tomkins.⠀
⠀
🔵 March 18 at Baldwin Auditorium will be an exploration of motets by J.S. Bach with complementary works by Johann Schelle, Johann Schein, and J.C. and J.M. Bach.⠀
⠀
For over thirty years, Magnificat has toured internationally presenting historically-informed performances of Renaissance and Baroque choral masterpieces with passion and expressivity. Their recordings with Linn Records have been described as having “startling clarity” and “almost overpowering richness.” Their 2016 album ""Scattered Ashes"" was a finalist in the Gramophone Magazine Awards.⠀
⠀
Magnificat is presented with @dukearts , Duke Initiatives in Theology and the Arts, and  the Rare Music Series at Duke⠀
⠀
For tickets and more information visit buff.ly/3oRBgw3⠀
⠀
For more information on vocal workshops contact Chapel Music at chapelmusic@duke.edu",0,"02/16/2022 06:48",https://www.instagram.com/p/CaCsdlOrMhN/,"IG carousel",,Lifetime,2,40,0,0,1,
17952918634641065,17841400029380429,dukechapel,"Duke Chapel","Today at 12:30, join us in the Chaplin Family Study Room in Brodhead for a discussion on Yoga and Hinduism with Chaplain Priya Amaresh from the Duke Hindu Student Association ( @duke_hsa ). This is the third lecture in our ""Spiritual Practices: Return to the Roots"" series, where we celebrate the practices of various faith traditions. Pictured here, Rabbi Elana Friedman delivers last week's lecture on Food and Judaism.

📸: Natasha Jacob /  MEM '23",0,"02/17/2022 05:01",https://www.instagram.com/p/CaFE9FPMymf/,"IG image",,Lifetime,6,45,0,1,1,
18080309854295251,17841400029380429,dukechapel,"Duke Chapel","It's almost the weekend and things are looking up —  Happy Friday, Blue Devils! 

#FindSanctuary",0,"02/18/2022 04:00",https://www.instagram.com/p/CaHixqludaV/,"IG image",,Lifetime,4,403,0,0,4,
18222670267108915,17841400029380429,dukechapel,"Duke Chapel","Through a program with @ncdhhs ,  @realitydurham , and the @durhamcoopmarket , we teamed up to give away 400 hundred approved N95 masks this week. That makes over 640 masks total that Duke Chapel has helped distribute to neighbors in need over the past two weeks, including to partner organizations, people experiencing homelessness, vulnerable neighbors, and small businesses in the West End.",0,"02/18/2022 13:02",https://www.instagram.com/p/CaIgynPPLVS/,"IG image",,Lifetime,5,81,0,1,1,
17925754442133341,17841400029380429,dukechapel,"Duke Chapel","Tomorrow at 5:00 p.m., Chapel Organist Christopher Jacobson, FRCO, gives his recital this year on the Chapel's Aeolian Organ. Admission is free. Jacobson will explore the theme of “Time,” and how we as humanity perceive and experience it. Jean-Baptiste Robin’s “The Hands of Time,” written for the 2018 National Convention of the American Guild of Organists, and Camille Saint-Saëns’s famous “Maestoso” from Symphony No. 3 will be featured alongside music of Bach, Vierne, and Bolcom.",0,"02/19/2022 06:00",https://www.instagram.com/p/CaKVSjBs1Vm/,"IG image",,Lifetime,16,57,0,0,2,
17960320585533978,17841400029380429,dukechapel,"Duke Chapel","Duke Chapel offers more than 150 opportunities for worship each year, featuring the Chapel’s traditions of compelling preaching and inspiring sacred music. Our Sunday morning services at 11:00 a.m., gathers members of the university community, and surrounding communities, for ecumenical Christian worship. Last Sunday, we welcomed guest preacher Rev. Dr. Cynthia L. Hale, founder and senior pastor, @rohchurch. Find out how you can get be a part of faith and learning at chapel.duke.edu",0,"02/20/2022 05:00",https://www.instagram.com/p/CaMzRiiMvIg/,"IG image",,Lifetime,8,92,0,0,0,
17934125251972634,17841400029380429,dukechapel,"Duke Chapel","With so much pain in the world—public and private—an artist and a theologian take up the topic of the ""Complicated Truths"" of life in a public conversation this Thursday at  5:30 p.m. in Duke Chapel. @DukeDivinity Professor @KateCBowler (pictured right) and Lanecia Rouse Tinsely (left) @LARartstudio will reflects on Bowler's book ""No Cure for Being Human"" and Tinsely's new exhibition ""Reliquary of Complicated Truths."" Admission is free. Masks required. Music by @taylorleon. Livestream available. Details: https://buff.ly/3saJEsT",0,"02/22/2022 07:15",https://www.instagram.com/p/CaSMPmPNMav/,"IG image",,Lifetime,6,105,0,7,7,
18029901808317060,17841400029380429,dukechapel,"Duke Chapel","In our worship service this Sunday at 11:00 a.m., we observe Transfiguration Sunday, which includes a gospel reading from Luke with a vivid description of a mountaintop transformation where Jesus’s face was changed and his garments became dazzling white in the presence of three disciples. Chapel Dean Luke A. Powery will preach a sermon titled ""The Fullness of Following Jesus"" and the Chapel Choir and organists will lead the music, including the choral benediction ""God Be in My Head.""

Image credit: JESUS MAFA. Transfiguration, from Art in the Christian Tradition, a project of the Vanderbilt Divinity Library, Nashville, TN. Original source: https://buff.ly/3vc9Vc7.

Worship guide and livestream: https://buff.ly/3peSfIS",0,"02/24/2022 09:20",https://www.instagram.com/p/CaXkI7qp50V/,"IG image",,Lifetime,2,44,0,0,1,
17914913765200965,17841400029380429,dukechapel,"Duke Chapel","A prayer for Ukraine 🙏

God of Justice, God of Peace,
We pray for the people of Ukraine, and for all of Europe that watches with bated breath the war that has ensued.
We pray for diplomats and politicians and for every soldier and civilian caught up in the tension of conflict and strife.
In your kingdom, weapons of war are made into tools for harvest;
in our world we pray that weapons of violence would be laid down and tools of peace would be picked up.
We pray for those who have power to make decisions that spill blood or prevent it.
We pray for all who are lost in the mayhem of political gamesmanship, lives tossed and turned.
Finally, we pray for all people in harm’s way, who fear for their safety and future,
that your grace would hold and protect them.
In Jesus’s name we pray. Amen.",48,"02/24/2022 14:05",https://www.instagram.com/tv/CaYEta_AUUl/,IGTV,,Lifetime,4,149,0,0,3,
17971944991481016,17841400029380429,dukechapel,"Duke Chapel","Yesterday we hosted Duke Divinity School Professor Kate Bowler and artist Lanecia Rouse Tinsley for a conversation on ""Complicated Truths."" Watch a recording of it on our YouTube channel.

Come see the Tinsley's exhibition ""Reliquary of Complicated Truths,"" which is on display in the Chapel through Monday!",0,"02/25/2022 11:55",https://www.instagram.com/p/CaaatryP0LO/,"IG carousel",,Lifetime,9,128,0,2,3,
17967716842532270,17841400029380429,dukechapel,"Duke Chapel","We will observe Ash Wednesday with services at 8:00 a.m. and 7:00 p.m. this Wednesday. Ministers will administer ashes at both services with a reminder that “we are dust, and to dust we shall return.” 

See how the Chapel will observe Lent through prayer, study, and worship: https://buff.ly/3vcp79g",0,"02/27/2022 15:00",https://www.instagram.com/p/Caf5cGFFEuk/,"IG image",,Lifetime,2,88,0,0,0,
17929186745094809,17841400029380429,dukechapel,"Duke Chapel","Writing in the @DukeChronicle, Chapel Dean Luke Powery sees a connection between the ashes caused by the fires of war, like the one in Ukraine, and the ashes administered on the foreheads of people attending Ash Wednesday services.

“The mark on foreheads on Ash Wednesday reveals our common humanity and shows that we are more alike than different,"" he writes. ""Ashes on the forehead are also a sign of mourning, which is a proper response to insane war.""

""At our core, we are fragile human beings, so why seek to war against others when we already know that we are delicate ashes?"" he says. ""We don’t need to make more ashes through the violence of weaponry. Ashes versus ashes makes no sense when we are of the same human family.""

Read the article on Chronicle's website.

Photo by Amritanshu Sikdar on Unsplash.",0,"02/28/2022 10:22",https://www.instagram.com/p/Cah-al5JTRR/,"IG image",,Lifetime,4,58,0,0,2,
