# ----------------------------------------
# Duke Chapel - GA4
# DCDevelopment_Pages and Screens by Date+Hour-Free form 1
# 20240224-20250423
# ----------------------------------------

Date + hour (YYYYMMDDHH),Page path and screen class,Page title and screen class,Page title and screen name,Content group,Views,Views per active user,Key events,Event count,Active users
,,,,,688434,3.4195666643486553,32283,1859245,201322,Grand total
2025010401,/,Welcome | Duke University Chapel,Welcome | Duke University Chapel,(not set),370,52.857142857142854,0,746,7
2024100712,/,Welcome | Duke University Chapel,Welcome | Duke University Chapel,(not set),269,20.692307692307693,0,555,13
2024080910,/music,2024–2025 Concert Season | Duke University Chapel,2024–2025 Concert Season | Duke University Chapel,(not set),213,1.1036269430051813,0,710,193
2025010401,/student-engagement,Student Engagement | Duke University Chapel,Student Engagement | Duke University Chapel,(not set),192,64,0,379,3
2024080818,/music,2024–2025 Concert Season | Duke University Chapel,2024–2025 Concert Season | Duke University Chapel,(not set),191,0.9896373056994818,0,649,193
2025010401,/sacred-music-arts,Sacred Music & The Arts | Duke University Chapel,Sacred Music & The Arts | Duke University Chapel,(not set),187,187,0,369,1
2024080911,/music,2024–2025 Concert Season | Duke University Chapel,2024–2025 Concert Season | Duke University Chapel,(not set),178,1.0348837209302326,0,599,172
2025040522,/news/,News | Duke University Chapel,News | Duke University Chapel,(not set),171,171,0,320,1
2024033111,/events/university-worship-easter-day-1711897200-1711900800,University Worship: Easter Day | Duke University Chapel,University Worship: Easter Day | Duke University Chapel,(not set),168,1.4736842105263157,0,289,114
2025010401,/christian-worship,Christian Worship | Duke University Chapel,Christian Worship | Duke University Chapel,(not set),168,84,168,505,2
2024100712,/student-engagement,Student Engagement | Duke University Chapel,Student Engagement | Duke University Chapel,(not set),157,78.5,0,314,2
2024080817,/music,2024–2025 Concert Season | Duke University Chapel,2024–2025 Concert Season | Duke University Chapel,(not set),150,1.079136690647482,0,486,139
2024052318,/guest-preachers-summer-2024,Alumni Guest Preachers Summer 2024 | Duke University Chapel,Alumni Guest Preachers Summer 2024 | Duke University Chapel,(not set),149,1.0419580419580419,0,511,143
2024100712,/christian-worship,Christian Worship | Duke University Chapel,Christian Worship | Duke University Chapel,(not set),144,72,144,433,2
2025040310,/event/organ-recital-series-robert-parkins-6/,Organ Recital Series: Robert Parkins | Duke University Chapel,Organ Recital Series: Robert Parkins | Duke University Chapel,(not set),144,1.1612903225806452,0,459,124
2024042811,/events/university-worship-1714316400-1714320000,University Worship | Duke University Chapel,University Worship | Duke University Chapel,(not set),137,1.8266666666666667,0,270,75
2025040418,/about-chapel/mission/dean/,From the Dean | Duke University Chapel,From the Dean | Duke University Chapel,(not set),130,130,0,237,1
2025020310,/archives/,Duke University Chapel,Duke University Chapel,(not set),128,42.666666666666664,0,160,3
2025040401,/,Home | Duke University Chapel,Home | Duke University Chapel,(not set),128,8.533333333333333,0,275,15
2025040411,/calendar/,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),126,25.2,0,222,5
2024051118,/events/divinity-school-baccalaureate-service-and-hooding-ceremony-1715466600,Divinity School Baccalaureate Service and Hooding Ceremony | Duke University Chapel,Divinity School Baccalaureate Service and Hooding Ceremony | Duke University Chapel,(not set),123,1.3369565217391304,0,319,92
2025042011,/event/university-worship-easter-day-04-20-2025/,University Worship: Easter Day | Duke University Chapel,University Worship: Easter Day | Duke University Chapel,(not set),123,1.4137931034482758,73,312,87
2024120906,/podcast-episode-ten-years-jazz-vespers-inspiration-and-improvisation,Podcast Episode: Ten Years of Jazz Vespers' Inspiration and Improvisation | Duke University Chapel,Podcast Episode: Ten Years of Jazz Vespers' Inspiration and Improvisation | Duke University Chapel,(not set),118,1,0,379,118
2025010401,/student-engagement/chapel-student-ministries,Chapel Student Ministries | Duke University Chapel,Chapel Student Ministries | Duke University Chapel,(not set),118,118,0,233,1
2025042010,/news/holy-week-and-easter-duke-chapel-1/,Holy Week and Easter at Duke Chapel | Duke University Chapel,Holy Week and Easter at Duke Chapel | Duke University Chapel,(not set),117,1.21875,1,305,96
2025030211,/event/university-worship-454/,University Worship | Duke University Chapel,University Worship | Duke University Chapel,(not set),114,2.235294117647059,0,245,51
2024033110,/events/university-worship-easter-day-1711897200-1711900800,University Worship: Easter Day | Duke University Chapel,University Worship: Easter Day | Duke University Chapel,(not set),112,1.1914893617021276,0,168,94
2024080819,/music,2024–2025 Concert Season | Duke University Chapel,2024–2025 Concert Season | Duke University Chapel,(not set),112,1.0275229357798166,0,376,109
2024100713,/sacred-music-arts,Sacred Music & The Arts | Duke University Chapel,Sacred Music & The Arts | Duke University Chapel,(not set),110,110,0,220,1
2025030211,/christian-worship/worship-services/sunday-morning-worship-service/,Sunday Morning Worship Service | Duke University Chapel,Sunday Morning Worship Service | Duke University Chapel,(not set),110,2.8205128205128207,110,385,39
2025040413,/calendar/,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),109,27.25,0,213,4
2024081216,/connect,Connect with Us | Duke University Chapel,Connect with Us | Duke University Chapel,(not set),105,1.05,0,342,100
2025041011,/news/holy-week-and-easter-duke-chapel-1/,Holy Week and Easter at Duke Chapel | Duke University Chapel,Holy Week and Easter at Duke Chapel | Duke University Chapel,(not set),105,1.1931818181818181,0,319,88
2024080912,/music,2024–2025 Concert Season | Duke University Chapel,2024–2025 Concert Season | Duke University Chapel,(not set),104,0.9629629629629629,0,356,108
2025040611,/christian-worship/worship-services/sunday-morning-worship-service/,Sunday Morning Worship Service | Duke University Chapel,Sunday Morning Worship Service | Duke University Chapel,(not set),104,3.0588235294117645,104,291,34
2025042008,/news/holy-week-and-easter-duke-chapel-1/,Holy Week and Easter at Duke Chapel | Duke University Chapel,Holy Week and Easter at Duke Chapel | Duke University Chapel,(not set),104,1.4444444444444444,3,247,72
2025042011,/,Home | Duke University Chapel,Home | Duke University Chapel,(not set),104,1.6,11,211,65
2024080808,/singers-duke-chapel-receive-national-recognition,Singers from Duke Chapel Receive National Recognition | Duke University Chapel,Singers from Duke Chapel Receive National Recognition | Duke University Chapel,(not set),102,1.00990099009901,0,335,101
2025032311,/christian-worship/worship-services/sunday-morning-worship-service/,Sunday Morning Worship Service | Duke University Chapel,Sunday Morning Worship Service | Duke University Chapel,(not set),100,3.0303030303030303,100,293,33
2025010401,/christian-worship/,Christian Worship | Duke University Chapel,Christian Worship | Duke University Chapel,(not set),98,98,98,289,1
2024112116,/irish-poet-pádraig-ó-tuama-offers-lessons-language-poetry-prayer-and-peace,"Irish Poet Pádraig Ó Tuama Offers Lessons in Language for Poetry, Prayer, and Peace | Duke University Chapel","Irish Poet Pádraig Ó Tuama Offers Lessons in Language for Poetry, Prayer, and Peace | Duke University Chapel",(not set),97,1.1411764705882352,0,327,85
2025042009,/news/holy-week-and-easter-duke-chapel-1/,Holy Week and Easter at Duke Chapel | Duke University Chapel,Holy Week and Easter at Duke Chapel | Duke University Chapel,(not set),97,1.3108108108108107,2,248,74
2024081217,/connect,Connect with Us | Duke University Chapel,Connect with Us | Duke University Chapel,(not set),96,1.0786516853932584,0,314,89
2025010402,/retreats,Alternative Spring Break Mission Trips | Duke University Chapel,Alternative Spring Break Mission Trips | Duke University Chapel,(not set),96,96,0,191,1
2025010402,/sacred-music-arts/visual-performing-arts/c-eric-lincoln-theology-arts-fellowship,C. Eric Lincoln Theology & Arts Fellowship | Duke University Chapel,C. Eric Lincoln Theology & Arts Fellowship | Duke University Chapel,(not set),96,96,0,187,1
2025020309,/archives/,Duke University Chapel,Duke University Chapel,(not set),96,19.2,0,116,5
2024080820,/music,2024–2025 Concert Season | Duke University Chapel,2024–2025 Concert Season | Duke University Chapel,(not set),95,1.0674157303370786,0,314,89
2025010403,/student-engagement/bridge-internship-program,Bridge Internship Program | Duke University Chapel,Bridge Internship Program | Duke University Chapel,(not set),95,95,0,191,1
2025030211,/christian-worship/worship-services/,Worship Services | Duke University Chapel,Worship Services | Duke University Chapel,(not set),95,2.7941176470588234,95,238,34
2025041414,/archives/,Duke University Chapel,Duke University Chapel,(not set),95,23.75,0,138,4
2025010404,/student-engagement/grants-awards-fellowships/,"Grants, Awards & Fellowships | Duke University Chapel","Grants, Awards & Fellowships | Duke University Chapel",(not set),94,94,0,182,1
2024100713,/,Welcome | Duke University Chapel,Welcome | Duke University Chapel,(not set),93,7.153846153846154,0,199,13
2025041922,/news/holy-week-and-easter-duke-chapel-1/,Holy Week and Easter at Duke Chapel | Duke University Chapel,Holy Week and Easter at Duke Chapel | Duke University Chapel,(not set),93,1.453125,6,220,64
2025010403,/student-engagement/religious-life-groups/interfaith-engagement/,Interfaith Engagement | Duke University Chapel,Interfaith Engagement | Duke University Chapel,(not set),92,92,0,177,1
2025032406,/news/lecture-duke-chapel-address-confident-pluralism/,Lecture at Duke Chapel to Address ‘Confident Pluralism’ | Duke University Chapel,Lecture at Duke Chapel to Address ‘Confident Pluralism’ | Duke University Chapel,(not set),92,1.0454545454545454,0,288,88
2025010401,/sacred-music-arts/,Sacred Music & The Arts | Duke University Chapel,Sacred Music & The Arts | Duke University Chapel,(not set),90,90,0,176,1
2025010402,/student-engagement/chapel-student-ministries/chapel-scholars/,Chapel Scholars | Duke University Chapel,Chapel Scholars | Duke University Chapel,(not set),90,90,0,178,1
2025010403,/student-engagement/religious-life-groups/faith-learning-profiles,Faith & Learning Profiles | Duke University Chapel,Faith & Learning Profiles | Duke University Chapel,(not set),90,90,0,180,1
2025041920,/news/holy-week-and-easter-duke-chapel-1/,Holy Week and Easter at Duke Chapel | Duke University Chapel,Holy Week and Easter at Duke Chapel | Duke University Chapel,(not set),90,1.5789473684210527,3,210,57
2024041416,/marylouconcerttext,Our First Lady of Jazz: Texts for Music | Duke University Chapel,Our First Lady of Jazz: Texts for Music | Duke University Chapel,(not set),89,1.289855072463768,0,253,69
2025040308,/event/organ-recital-series-robert-parkins-6/,Organ Recital Series: Robert Parkins | Duke University Chapel,Organ Recital Series: Robert Parkins | Duke University Chapel,(not set),89,1.141025641025641,0,272,78
2025042008,/,Home | Duke University Chapel,Home | Duke University Chapel,(not set),89,1.459016393442623,3,189,61
2025040312,/event/organ-recital-series-robert-parkins-6/,Organ Recital Series: Robert Parkins | Duke University Chapel,Organ Recital Series: Robert Parkins | Duke University Chapel,(not set),88,1.1891891891891893,0,275,74
2024033110,/holy-week-and-easter-2024,Holy Week and Easter 2024 | Duke University Chapel,Holy Week and Easter 2024 | Duke University Chapel,(not set),87,1.0609756097560976,0,261,82
2024052319,/guest-preachers-summer-2024,Alumni Guest Preachers Summer 2024 | Duke University Chapel,Alumni Guest Preachers Summer 2024 | Duke University Chapel,(not set),87,1.1153846153846154,0,290,78
2025010403,/student-engagement/chapel-student-ministries/graduate-and-professional-students/,For Graduate and Professional Students | Duke University Chapel,For Graduate and Professional Students | Duke University Chapel,(not set),87,87,0,172,1
2024030715,/holy-week-and-easter-2024,Holy Week and Easter 2024 | Duke University Chapel,Holy Week and Easter 2024 | Duke University Chapel,(not set),86,1.162162162162162,0,281,74
2025030211,/,Home | Duke University Chapel,Home | Duke University Chapel,(not set),86,1.6862745098039216,0,163,51
2025042010,/,Home | Duke University Chapel,Home | Duke University Chapel,(not set),86,1.5087719298245614,2,188,57
2025010402,/sacred-music-arts/visual-performing-arts/c-eric-lincoln-theology-arts-fellowship/,C. Eric Lincoln Theology & Arts Fellowship | Duke University Chapel,C. Eric Lincoln Theology & Arts Fellowship | Duke University Chapel,(not set),85,85,0,167,1
2025021500,/archives/,Duke University Chapel,Duke University Chapel,(not set),85,42.5,0,122,2
2024033111,/,Welcome | Duke University Chapel,Welcome | Duke University Chapel,(not set),84,1.3770491803278688,0,260,61
2024060911,/events/university-worship-1717945200-1717948800,University Worship | Duke University Chapel,University Worship | Duke University Chapel,(not set),84,1.7872340425531914,0,184,47
2025010404,/DCSA,Duke Chapel Student Ambassadors | Duke University Chapel,Duke Chapel Student Ambassadors | Duke University Chapel,(not set),84,84,0,166,1
2024052611,/events/university-worship-1716735600-1716739200,University Worship | Duke University Chapel,University Worship | Duke University Chapel,(not set),83,1.4821428571428572,0,172,56
2025010403,/student-engagement/religious-life-groups/,Religious Life Groups | Duke University Chapel,Religious Life Groups | Duke University Chapel,(not set),82,82,0,163,1
2024100713,/retreats,Alternative Spring Break Mission Trips | Duke University Chapel,Alternative Spring Break Mission Trips | Duke University Chapel,(not set),81,81,0,162,1
2024100714,/student-engagement/religious-life-groups,Religious Life Groups | Duke University Chapel,Religious Life Groups | Duke University Chapel,(not set),81,16.2,0,170,5
2024122415,/duke-chapel-celebrate-joy-christmas,Duke Chapel to Celebrate the Joy of Christmas | Duke University Chapel,Duke Chapel to Celebrate the Joy of Christmas | Duke University Chapel,(not set),80,1.0810810810810811,0,234,74
2024122419,/duke-chapel-celebrate-joy-christmas,Duke Chapel to Celebrate the Joy of Christmas | Duke University Chapel,Duke Chapel to Celebrate the Joy of Christmas | Duke University Chapel,(not set),80,1.095890410958904,0,244,73
2025041921,/news/holy-week-and-easter-duke-chapel-1/,Holy Week and Easter at Duke Chapel | Duke University Chapel,Holy Week and Easter at Duke Chapel | Duke University Chapel,(not set),80,1.5384615384615385,2,181,52
2025020910,/christian-worship/worship-services/,Worship Services | Duke University Chapel,Worship Services | Duke University Chapel,(not set),79,3.0384615384615383,79,212,26
2025040309,/event/organ-recital-series-robert-parkins-6/,Organ Recital Series: Robert Parkins | Duke University Chapel,Organ Recital Series: Robert Parkins | Duke University Chapel,(not set),79,1.196969696969697,0,233,66
2025040714,/archives/,Duke University Chapel,Duke University Chapel,(not set),79,19.75,0,109,4
2024051119,/events/divinity-school-baccalaureate-service-and-hooding-ceremony-1715466600,Divinity School Baccalaureate Service and Hooding Ceremony | Duke University Chapel,Divinity School Baccalaureate Service and Hooding Ceremony | Duke University Chapel,(not set),78,1.3,0,205,60
2024092911,/events/centennial-founders-sunday-service-1727622000-1727626500,Centennial Founders' Sunday Service | Duke University Chapel,Centennial Founders' Sunday Service | Duke University Chapel,(not set),78,1.95,0,146,40
2025033011,/event/university-worship-461/,University Worship | Duke University Chapel,University Worship | Duke University Chapel,(not set),78,1.4444444444444444,0,220,54
2024042811,/,Welcome | Duke University Chapel,Welcome | Duke University Chapel,(not set),77,1.4,0,230,55
2024120811,/events/university-worship-1733673600-1733678100,University Worship | Duke University Chapel,University Worship | Duke University Chapel,(not set),77,1.925,0,145,40
2025010402,/student-engagement/chapel-student-ministries/graduate-and-professional-students,For Graduate and Professional Students | Duke University Chapel,For Graduate and Professional Students | Duke University Chapel,(not set),77,77,0,152,1
2024032608,/holy-week-and-easter-2024,Holy Week and Easter 2024 | Duke University Chapel,Holy Week and Easter 2024 | Duke University Chapel,(not set),76,1.0704225352112675,0,267,71
2024112012,/events,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),76,5.428571428571429,0,161,14
2024120811,/events,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),76,1.853658536585366,0,169,41
2025010402,/student-engagement/chapel-student-ministries/theology-underground,Theology Underground | Duke University Chapel,Theology Underground | Duke University Chapel,(not set),76,76,0,151,1
2025020910,/christian-worship/worship-services/sunday-morning-worship-service/,Sunday Morning Worship Service | Duke University Chapel,Sunday Morning Worship Service | Duke University Chapel,(not set),76,2.533333333333333,76,248,30
2025040611,/calendar/,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),76,3.04,0,103,25
2024120118,/events,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),75,5.769230769230769,0,161,13
2024122416,/duke-chapel-celebrate-joy-christmas,Duke Chapel to Celebrate the Joy of Christmas | Duke University Chapel,Duke Chapel to Celebrate the Joy of Christmas | Duke University Chapel,(not set),75,1.1538461538461537,0,214,65
2024122418,/duke-chapel-celebrate-joy-christmas,Duke Chapel to Celebrate the Joy of Christmas | Duke University Chapel,Duke Chapel to Celebrate the Joy of Christmas | Duke University Chapel,(not set),75,1.056338028169014,0,235,71
2024122422,/duke-chapel-celebrate-joy-christmas,Duke Chapel to Celebrate the Joy of Christmas | Duke University Chapel,Duke Chapel to Celebrate the Joy of Christmas | Duke University Chapel,(not set),75,1.0273972602739727,0,233,73
2025033011,/christian-worship/worship-services/sunday-morning-worship-service/,Sunday Morning Worship Service | Duke University Chapel,Sunday Morning Worship Service | Duke University Chapel,(not set),75,3.125,75,200,24
2024033109,/holy-week-and-easter-2024,Holy Week and Easter 2024 | Duke University Chapel,Holy Week and Easter 2024 | Duke University Chapel,(not set),74,1.1044776119402986,0,231,67
2024122008,/watch-years-handels-messiah,Watch This Year's Handel's 'Messiah' | Duke University Chapel,Watch This Year's Handel's 'Messiah' | Duke University Chapel,(not set),74,1.1384615384615384,0,222,65
2025010402,/student-engagement/chapel-student-ministries/student-preacher-sunday,Student Preacher Sunday | Duke University Chapel,Student Preacher Sunday | Duke University Chapel,(not set),74,74,0,146,1
2025040307,/event/organ-recital-series-robert-parkins-6/,Organ Recital Series: Robert Parkins | Duke University Chapel,Organ Recital Series: Robert Parkins | Duke University Chapel,(not set),74,1.1044776119402986,0,227,67
2025040422,/student-engagement/,Student Engagement | Duke University Chapel,Student Engagement | Duke University Chapel,(not set),74,74,0,130,1
2025040514,/about-chapel/staff/,Staff | Duke University Chapel,Staff | Duke University Chapel,(not set),74,24.666666666666668,0,145,3
2025010402,/student-engagement/chapel-student-ministries/student-preacher-sunday/,Student Preacher Sunday | Duke University Chapel,Student Preacher Sunday | Duke University Chapel,(not set),73,73,0,145,1
2025010404,/student-engagement/grants-awards-fellowships/student-jobs,Student Jobs | Duke University Chapel,Student Jobs | Duke University Chapel,(not set),73,73,0,145,1
2025041922,/archives/,Duke University Chapel,Duke University Chapel,(not set),73,73,5,80,1
2024033111,/holy-week-and-easter-2024,Holy Week and Easter 2024 | Duke University Chapel,Holy Week and Easter 2024 | Duke University Chapel,(not set),72,1.0588235294117647,0,232,68
2025010402,/student-engagement/chapel-student-ministries/chapel-scholars,Chapel Scholars | Duke University Chapel,Chapel Scholars | Duke University Chapel,(not set),72,72,0,143,1
2025010403,/student-engagement/religious-life-groups/faith-learning-profiles/,Faith & Learning Profiles | Duke University Chapel,Faith & Learning Profiles | Duke University Chapel,(not set),72,72,0,142,1
2025022720,/archives/,Duke University Chapel,Duke University Chapel,(not set),72,36,0,95,2
2025040412,/calendar/,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),72,10.285714285714286,0,136,7
2024122416,/,Welcome | Duke University Chapel,Welcome | Duke University Chapel,(not set),71,1.0757575757575757,0,236,66
2024122417,/duke-chapel-celebrate-joy-christmas,Duke Chapel to Celebrate the Joy of Christmas | Duke University Chapel,Duke Chapel to Celebrate the Joy of Christmas | Duke University Chapel,(not set),71,1.0142857142857142,0,226,70
2025010402,/retreats/,Alternative Spring Break Mission Trips | Duke University Chapel,Alternative Spring Break Mission Trips | Duke University Chapel,(not set),71,71,0,142,1
2025010402,/student-engagement/chapel-student-ministries/theology-underground/,Theology Underground | Duke University Chapel,Theology Underground | Duke University Chapel,(not set),71,71,0,141,1
2025010404,/student-engagement/bridge-internship-program/,Bridge Internship Program | Duke University Chapel,Bridge Internship Program | Duke University Chapel,(not set),71,71,0,141,1
2025041311,/event/university-worship-469/,University Worship | Duke University Chapel,University Worship | Duke University Chapel,(not set),71,1.3396226415094339,0,187,53
2025042011,/news/holy-week-and-easter-duke-chapel-1/,Holy Week and Easter at Duke Chapel | Duke University Chapel,Holy Week and Easter at Duke Chapel | Duke University Chapel,(not set),71,1.1451612903225807,0,188,62
2024032607,/holy-week-and-easter-2024,Holy Week and Easter 2024 | Duke University Chapel,Holy Week and Easter 2024 | Duke University Chapel,(not set),70,1.0606060606060606,0,223,66
2024042811,/events,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),70,1.6666666666666667,0,159,42
2024100713,/search/google/https:,Search | Duke University Chapel,Search | Duke University Chapel,(not set),70,70,0,209,1
2024122420,/duke-chapel-celebrate-joy-christmas,Duke Chapel to Celebrate the Joy of Christmas | Duke University Chapel,Duke Chapel to Celebrate the Joy of Christmas | Duke University Chapel,(not set),70,1.0606060606060606,0,229,66
2025010401,/search/google/https:,Search | Duke University Chapel,Search | Duke University Chapel,(not set),70,70,0,206,1
2025010401,/student-engagement/chapel-student-ministries/,Chapel Student Ministries | Duke University Chapel,Chapel Student Ministries | Duke University Chapel,(not set),70,70,0,137,1
2025010402,/search/google/https:,Search | Duke University Chapel,Search | Duke University Chapel,(not set),70,70,0,209,1
2025010403,/QuadEX,QuadEx Chaplains | Duke University Chapel,QuadEx Chaplains | Duke University Chapel,(not set),70,70,0,138,1
2024122423,/,Welcome | Duke University Chapel,Welcome | Duke University Chapel,(not set),69,1.1129032258064515,0,231,62
2025010404,/DCSA/,Duke Chapel Student Ambassadors | Duke University Chapel,Duke Chapel Student Ambassadors | Duke University Chapel,(not set),69,69,0,138,1
2025022719,/prayer/,Prayer Requests | Duke University Chapel,Prayer Requests | Duke University Chapel,(not set),69,1.4375,0,184,48
2025042010,/event/university-worship-easter-day-04-20-2025/,University Worship: Easter Day | Duke University Chapel,University Worship: Easter Day | Duke University Chapel,(not set),69,1.1694915254237288,28,170,59
2024030716,/holy-week-and-easter-2024,Holy Week and Easter 2024 | Duke University Chapel,Holy Week and Easter 2024 | Duke University Chapel,(not set),68,0.9714285714285714,0,245,70
2024122423,/events/christmas-eve-lessons-and-carols-1735099200-1735103700,Christmas Eve Lessons and Carols | Duke University Chapel,Christmas Eve Lessons and Carols | Duke University Chapel,(not set),68,1.36,0,112,50
2025020910,/,Home | Duke University Chapel,Home | Duke University Chapel,(not set),68,1.9428571428571428,0,132,35
2025022311,/,Home | Duke University Chapel,Home | Duke University Chapel,(not set),68,1.837837837837838,0,150,37
2025030311,/archives/,Duke University Chapel,Duke University Chapel,(not set),68,34,0,87,2
2025031611,/christian-worship/worship-services/sunday-morning-worship-service/,Sunday Morning Worship Service | Duke University Chapel,Sunday Morning Worship Service | Duke University Chapel,(not set),68,2.9565217391304346,68,218,23
2025032310,/christian-worship/worship-services/sunday-morning-worship-service/,Sunday Morning Worship Service | Duke University Chapel,Sunday Morning Worship Service | Duke University Chapel,(not set),68,2.72,68,230,25
2025032311,/christian-worship/worship-services/,Worship Services | Duke University Chapel,Worship Services | Duke University Chapel,(not set),68,2.6153846153846154,68,172,26
2025041310,/christian-worship/worship-services/sunday-morning-worship-service/,Sunday Morning Worship Service | Duke University Chapel,Sunday Morning Worship Service | Duke University Chapel,(not set),68,3.4,68,195,20
2025042011,/christian-worship/worship-services/sunday-morning-worship-service/,Sunday Morning Worship Service | Duke University Chapel,Sunday Morning Worship Service | Duke University Chapel,(not set),68,1.7,18,275,40
2024120908,/duke-chapel-celebrate-joy-christmas,Duke Chapel to Celebrate the Joy of Christmas | Duke University Chapel,Duke Chapel to Celebrate the Joy of Christmas | Duke University Chapel,(not set),67,1,0,215,67
2024122413,/duke-chapel-celebrate-joy-christmas,Duke Chapel to Celebrate the Joy of Christmas | Duke University Chapel,Duke Chapel to Celebrate the Joy of Christmas | Duke University Chapel,(not set),67,1.046875,0,205,64
2024122422,/,Welcome | Duke University Chapel,Welcome | Duke University Chapel,(not set),67,1.2641509433962264,0,201,53
2025010404,/say-thing/,say the thing | Duke University Chapel,say the thing | Duke University Chapel,(not set),67,67,0,129,1
2025041920,/event/easter-sunrise-service-duke-gardens-04-20-2025/,Easter Sunrise Service [in Duke Gardens] | Duke University Chapel,Easter Sunrise Service [in Duke Gardens] | Duke University Chapel,(not set),67,1.1964285714285714,0,172,56
2025042009,/,Home | Duke University Chapel,Home | Duke University Chapel,(not set),67,1.3137254901960784,3,156,51
2024081810,/events,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),66,3.473684210526316,0,141,19
2024110917,/events,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),66,7.333333333333333,0,136,9
2025010404,/say-thing,say the thing | Duke University Chapel,say the thing | Duke University Chapel,(not set),66,66,0,130,1
2025010404,/student-engagement/grants-awards-fellowships,"Grants, Awards & Fellowships | Duke University Chapel","Grants, Awards & Fellowships | Duke University Chapel",(not set),66,66,0,131,1
2025010404,/student-engagement/grants-awards-fellowships/student-jobs/,Student Jobs | Duke University Chapel,Student Jobs | Duke University Chapel,(not set),66,66,0,132,1
2025040616,/event/organ-recital-series-robert-parkins-6/,Organ Recital Series: Robert Parkins | Duke University Chapel,Organ Recital Series: Robert Parkins | Duke University Chapel,(not set),66,1.32,0,165,50
2025040617,/event/organ-recital-series-robert-parkins-6/,Organ Recital Series: Robert Parkins | Duke University Chapel,Organ Recital Series: Robert Parkins | Duke University Chapel,(not set),66,1.2222222222222223,0,226,54
2025042006,/event/easter-sunrise-service-duke-gardens-04-20-2025/,Easter Sunrise Service [in Duke Gardens] | Duke University Chapel,Easter Sunrise Service [in Duke Gardens] | Duke University Chapel,(not set),66,1.4666666666666666,0,168,45
2024050909,/commencement-weekend-2024,Commencement Weekend 2024 | Duke University Chapel,Commencement Weekend 2024 | Duke University Chapel,(not set),65,1.0655737704918034,0,226,61
2024080914,/music,2024–2025 Concert Season | Duke University Chapel,2024–2025 Concert Season | Duke University Chapel,(not set),65,1.0483870967741935,0,226,62
2024122421,/,Welcome | Duke University Chapel,Welcome | Duke University Chapel,(not set),65,1.0655737704918034,0,206,61
2025010401,/student-engagement/,Student Engagement | Duke University Chapel,Student Engagement | Duke University Chapel,(not set),65,65,0,128,1
2025041921,/,Home | Duke University Chapel,Home | Duke University Chapel,(not set),65,1.6666666666666667,3,141,39
2024121908,/podcast-episode-zebulon-highben-explains-how-he-composes-christmas-music,Podcast Episode: Zebulon Highben Explains How He Composes Christmas Music | Duke University Chapel,Podcast Episode: Zebulon Highben Explains How He Composes Christmas Music | Duke University Chapel,(not set),64,1.1228070175438596,0,210,57
2024122412,/,Welcome | Duke University Chapel,Welcome | Duke University Chapel,(not set),64,1.3061224489795917,0,185,49
2025010403,/QuadEX/,QuadEx Chaplains | Duke University Chapel,QuadEx Chaplains | Duke University Chapel,(not set),64,64,0,128,1
2025010403,/student-engagement/religious-life-groups/interfaith-engagement,Interfaith Engagement | Duke University Chapel,Interfaith Engagement | Duke University Chapel,(not set),64,64,0,127,1
2025041311,/,Home | Duke University Chapel,Home | Duke University Chapel,(not set),64,1.4883720930232558,0,134,43
2025042007,/news/holy-week-and-easter-duke-chapel-1/,Holy Week and Easter at Duke Chapel | Duke University Chapel,Holy Week and Easter at Duke Chapel | Duke University Chapel,(not set),64,1.6,4,147,40
2024051211,/SundayService,Sunday Morning Worship Service | Duke University Chapel,Sunday Morning Worship Service | Duke University Chapel,(not set),63,2.25,0,158,28
2024080807,/singers-duke-chapel-receive-national-recognition,Singers from Duke Chapel Receive National Recognition | Duke University Chapel,Singers from Duke Chapel Receive National Recognition | Duke University Chapel,(not set),63,1.0677966101694916,0,204,59
2024120110,/events,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),63,1.6578947368421053,0,138,38
2024122422,/events/christmas-eve-lessons-and-carols-1735099200-1735103700,Christmas Eve Lessons and Carols | Duke University Chapel,Christmas Eve Lessons and Carols | Duke University Chapel,(not set),63,1.3125,0,117,48
2025041310,/,Home | Duke University Chapel,Home | Duke University Chapel,(not set),63,1.75,0,124,36
2025041919,/news/holy-week-and-easter-duke-chapel-1/,Holy Week and Easter at Duke Chapel | Duke University Chapel,Holy Week and Easter at Duke Chapel | Duke University Chapel,(not set),63,1.3125,1,158,48
2024033108,/holy-week-and-easter-2024,Holy Week and Easter 2024 | Duke University Chapel,Holy Week and Easter 2024 | Duke University Chapel,(not set),62,1.1481481481481481,0,188,54
2024082419,/events,Calendar | Duke University Chapel,Calendar | Duke University Chapel,(not set),62,6.2,0,127,10
