# ----------------------------------------
# Duke Chapel - GA4
# DCDevelopment_UTMs Granular by Date+Hour-Free form 1
# 20240224-20250423
# ----------------------------------------

Date + hour (YYYYMMDDHH),Manual campaign name,Manual source / medium,Manual source platform,Manual ad content,Sessions,Engaged sessions,Key events,Engagement rate,Session key event rate,Event value
2024092213,(referral),dnserrorassist.att.net / referral,(not set),(not set),1,1,0.001908,1,1,0
2024092214,(not set),(not set),(not set),,1,1,1,1,1,0
2024092215,(not set),(not set),(not set),,1,1,1,1,1,0
2024092216,(organic),duckduckgo / organic,(not set),(not set),1,1,2,1,1,0
2024092217,(not set),(not set),(not set),,1,1,1,1,1,0
2024092217,(organic),yahoo / organic,(not set),(not set),1,1,2,1,1,0
2024092218,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024092220,(organic),bing / organic,(not set),(not set),1,1,1,1,1,0
2024092221,(not set),(not set),(not set),,1,1,1,1,1,0
2024092222,(organic),bing / organic,(not set),(not set),1,1,2,1,1,0
2024092223,(not set),(not set),(not set),,1,1,1,1,1,0
2024092223,(organic),google / organic,(not set),(not set),1,1,2,1,1,0
2024092301,(not set),(not set),(not set),,1,1,1,1,1,0
2024092303,(not set),(not set),(not set),,1,1,1,1,1,0
2024092306,(organic),bing / organic,(not set),(not set),1,1,1,1,1,0
2024092307,(organic),bing / organic,(not set),(not set),1,1,2,1,1,0
2024092308,(not set),(not set),(not set),,1,1,1,1,1,0
2024092308,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024092308,(referral),app.10to8.com / referral,(not set),(not set),1,1,1,1,1,0
2024092309,(not set),(not set),(not set),,1,1,1,1,1,0
2024092311,(not set),(not set),(not set),,1,1,1,1,1,0
2024092311,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024092312,(organic),bing / organic,(not set),(not set),1,1,2,1,1,0
2024092313,(organic),google / organic,(not set),(not set),1,1,2,1,1,0
2024092314,(not set),(not set),(not set),,1,1,2,1,1,0
2024092315,(not set),(not set),(not set),,1,1,1,1,1,0
2024092315,Find Sanctuary,Meta / social,(not set),(not set),1,1,2,1,1,0
2024092317,(organic),bing / organic,(not set),(not set),1,1,1,1,1,0
2024092318,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024092318,(referral),l.facebook.com / referral,(not set),(not set),1,1,0,1,1,0
2024092321,(not set),(not set),(not set),,1,1,1,1,1,0
2024092401,(organic),google / organic,(not set),(not set),1,1,2,1,1,0
2024092408,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024092408,(referral),app.10to8.com / referral,(not set),(not set),1,1,1,1,1,0
2024092410,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024092411,(not set),(not set),(not set),,1,1,1,1,1,0
2024092412,(organic),google / organic,(not set),(not set),1,1,2,1,1,0
2024092414,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024092417,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024092417,(organic),yahoo / organic,(not set),(not set),1,1,1,1,1,0
2024092419,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024092420,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024092421,(not set),(not set),(not set),,1,1,1,1,1,0
2024092421,(organic),google / organic,(not set),(not set),1,1,2,1,1,0
2024092422,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024092423,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024092423,(referral),Instagram / social,(not set),(not set),1,1,1,1,1,0
2024092503,(not set),(not set),(not set),,1,1,1,1,1,0
2024092508,(organic),google / organic,(not set),(not set),1,1,2,1,1,0
2024092508,(referral),app.10to8.com / referral,(not set),(not set),1,1,1,1,1,0
2024092509,(organic),google / organic,(not set),(not set),1,1,2,1,1,0
2024092510,(organic),bing / organic,(not set),(not set),1,1,1,1,1,0
2024092511,(not set),(not set),(not set),,1,1,1,1,1,0
2024092512,(organic),bing / organic,(not set),(not set),1,1,2,1,1,0
2024092512,(organic),ecosia.org / organic,(not set),(not set),1,1,1,1,1,0
2024092514,(not set),(not set),(not set),,1,1,2,1,1,0
2024092515,(not set),(not set),(not set),,1,1,1,1,1,0
2024092515,(organic),google / organic,(not set),(not set),1,1,2,1,1,0
2024092516,(not set),(not set),(not set),,1,1,1,1,1,0
2024092517,(not set),(not set),(not set),,1,1,1,1,1,0
2024092517,(organic),google / organic,(not set),(not set),1,1,3,1,1,0
2024092518,(not set),(not set),(not set),,1,1,1,1,1,0
2024092518,(organic),google / organic,(not set),(not set),1,1,2,1,1,0
2024092519,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024092521,(not set),(not set),(not set),,1,1,1,1,1,0
2024092522,(not set),(not set),(not set),,1,1,1,1,1,0
2024092522,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024092523,(organic),google / organic,(not set),(not set),1,1,5,1,1,0
2024092601,(organic),yahoo / organic,(not set),(not set),1,1,1,1,1,0
2024092603,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024092607,(organic),bing / organic,(not set),(not set),1,1,3,1,1,0
2024092608,(organic),google / organic,(not set),(not set),1,1,2,1,1,0
2024092609,(not set),(not set),(not set),,1,1,2,1,1,0
2024092609,(organic),bing / organic,(not set),(not set),1,1,0.002406,1,1,0
2024092609,(referral),app.10to8.com / referral,(not set),(not set),1,1,1,1,1,0
2024092609,(referral),en.wikipedia.org / referral,(not set),(not set),1,1,2.997594,1,1,0
2024092610,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024092611,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024092614,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024092615,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024092615,(referral),app.10to8.com / referral,(not set),(not set),1,1,1,1,1,0
2024092617,(organic),google / organic,(not set),(not set),1,1,2,1,1,0
2024092618,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024092618,(referral),Instagram / social,(not set),(not set),1,1,1,1,1,0
2024092619,(not set),(not set),(not set),,1,1,1,1,1,0
2024092619,(organic),bing / organic,(not set),(not set),1,1,2,1,1,0
2024092620,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024092620,(referral),Instagram / social,(not set),(not set),1,1,1,1,1,0
2024092622,(not set),(not set),(not set),,1,1,1,1,1,0
2024092702,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024092705,(not set),(not set),(not set),,1,1,1,1,1,0
2024092705,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024092706,(not set),(not set),(not set),,1,1,1,1,1,0
2024092708,(not set),(not set),(not set),,1,1,1,1,1,0
2024092708,(organic),bing / organic,(not set),(not set),1,1,1,1,1,0
2024092711,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024092712,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024092713,(referral),app.10to8.com / referral,(not set),(not set),1,1,1,1,1,0
2024092715,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024092716,(organic),duckduckgo / organic,(not set),(not set),1,1,1,1,1,0
2024092716,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024092720,(organic),google / organic,(not set),(not set),1,1,2,1,1,0
2024092720,(organic),yahoo / organic,(not set),(not set),1,1,3,1,1,0
2024092722,(not set),(not set),(not set),,1,1,1,1,1,0
2024092805,(not set),(not set),(not set),,1,1,4,1,1,0
2024092807,(organic),google / organic,(not set),(not set),1,1,3,1,1,0
2024092811,(organic),duckduckgo / organic,(not set),(not set),1,1,1,1,1,0
2024092812,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024092813,(organic),aol / organic,(not set),(not set),1,1,1,1,1,0
2024092814,(organic),google / organic,(not set),(not set),1,1,2,1,1,0
2024092819,(not set),perplexity / (not set),(not set),(not set),1,1,1,1,1,0
2024092819,(organic),bing / organic,(not set),(not set),1,1,1,1,1,0
2024092821,(not set),(not set),(not set),,1,1,1,1,1,0
2024092821,(organic),bing / organic,(not set),(not set),1,1,1,1,1,0
2024092903,(not set),(not set),(not set),,1,1,1,1,1,0
2024092903,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024092903,(organic),yahoo / organic,(not set),(not set),1,1,1,1,1,0
2024092904,(organic),google / organic,(not set),(not set),1,1,2,1,1,0
2024092905,(not set),(not set),(not set),,1,1,1,1,1,0
2024092905,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024092906,(not set),(not set),(not set),,1,1,1,1,1,0
2024092906,(organic),google / organic,(not set),(not set),1,1,2,1,1,0
2024092907,(organic),bing / organic,(not set),(not set),1,1,2.000142,1,1,0
2024092908,(organic),bing / organic,(not set),(not set),1,1,0.666714,1,1,0
2024092909,(not set),(not set),(not set),,1,1,1,1,1,0
2024092909,(organic),duckduckgo / organic,(not set),(not set),1,1,1,1,1,0
2024092909,downstream,www.visitnc.com / referral,(not set),(not set),1,1,1,1,1,0
2024092910,(not set),Instagram / social,(not set),(not set),1,1,1,1,1,0
2024092910,(organic),bing / organic,(not set),(not set),1,1,1,1,1,0
2024092910,(referral),Instagram / social,(not set),(not set),1,1,2,1,1,0
2024092913,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024092913,(organic),yahoo / organic,(not set),(not set),1,1,1,1,1,0
2024092915,(organic),bing / organic,(not set),(not set),1,1,2,1,1,0
2024092915,(organic),duckduckgo / organic,(not set),(not set),1,1,3,1,1,0
2024092915,(referral),Instagram / social,(not set),(not set),1,1,1,1,1,0
2024092916,(not set),(not set),(not set),,1,1,3,1,1,0
2024092916,(organic),duckduckgo / organic,(not set),(not set),1,1,3,1,1,0
2024092916,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024092916,(referral),Instagram / social,(not set),(not set),1,1,1,1,1,0
2024092918,(organic),bing / organic,(not set),(not set),1,1,2,1,1,0
2024092918,(organic),yahoo / organic,(not set),(not set),1,1,4,1,1,0
2024092918,(referral),l.facebook.com / referral,(not set),(not set),1,1,0,1,1,0
2024092919,(organic),bing / organic,(not set),(not set),1,1,3,1,1,0
2024092920,(referral),en.wikipedia.org / referral,(not set),(not set),1,1,1,1,1,0
2024092921,(not set),(not set),(not set),,1,1,1,1,1,0
2024092921,(organic),aol / organic,(not set),(not set),1,1,2,1,1,0
2024092922,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024093000,(organic),google / organic,(not set),(not set),1,1,2,1,1,0
2024093001,(not set),(not set),(not set),,1,1,1,1,1,0
2024093003,(not set),(not set),(not set),,1,1,1,1,1,0
2024093008,(not set),(not set),(not set),,1,1,1,1,1,0
2024093008,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024093009,(organic),google / organic,(not set),(not set),1,1,2,1,1,0
2024093009,(referral),app.10to8.com / referral,(not set),(not set),1,1,1,1,1,0
2024093010,(organic),google / organic,(not set),(not set),1,1,2,1,1,0
2024093012,(organic),bing / organic,(not set),(not set),1,1,2,1,1,0
2024093012,(referral),us9.admin.mailchimp.com / referral,(not set),(not set),1,1,0.537612,1,1,0
2024093013,(referral),app.10to8.com / referral,(not set),(not set),1,1,1,1,1,0
2024093013,Short Edition,Short Edition Machine / Sermon Snippet,(not set),(not set),1,1,1,1,1,0
2024093016,(organic),bing / organic,(not set),(not set),1,1,3,1,1,0
2024093016,(organic),google / organic,(not set),(not set),1,1,4,1,1,0
2024093017,(organic),bing / organic,(not set),(not set),1,1,1,1,1,0
2024093017,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024093018,(not set),(not set),(not set),,1,1,1,1,1,0
2024093018,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024093018,Short Edition,Short Edition Machine / Sermon Snippet,(not set),(not set),1,1,1,1,1,0
2024093020,(not set),(not set),(not set),,1,1,2,1,1,0
2024093022,(not set),(not set),(not set),,1,1,1,1,1,0
2024093022,(organic),bing / organic,(not set),(not set),1,1,6,1,1,0
2024093023,(not set),(not set),(not set),,1,1,1,1,1,0
2024100102,(organic),google / organic,(not set),(not set),1,1,2,1,1,0
2024100104,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024100108,(referral),app.10to8.com / referral,(not set),(not set),1,1,1,1,1,0
2024100109,(not set),(not set),(not set),,1,1,1,1,1,0
2024100109,(organic),yahoo / organic,(not set),(not set),1,1,1,1,1,0
2024100109,(referral),en.m.wikipedia.org / referral,(not set),(not set),1,1,2,1,1,0
2024100111,(not set),(not set),(not set),,1,1,1,1,1,0
